q_num,category,text,option1,option2,option3,answer,q_chars,a_chars,tag,note
962,people,13th century philosopher,Roger Bacon,Francis Bacon,Kevin Bacon,Roger Bacon,24,11,Keep,
963,people,not a Nobel Prize winner,M. Gandhi,B. Obama,H. Kissinger,M. Gandhi,24,9,Keep,
964,people,French fashion designer,Coco Chanel,Donna Karan,Shia LeBeouf,Coco Chanel,23,11,Keep,
965,people,English chemist and physicist,M. Faraday,N. Tesla,A. Einstein,M. Faraday,29,10,Keep,
966,people,leading figure in pop art movement,Andy Warhol,Michael Ciccone,Jackson Pollock,Andy Warhol,34,11,Keep,
967,people,English football player,Wayne Rooney,George Michael,Julian Casablancas,Wayne Rooney,23,12,Keep,
968,people,American football player,Tom Brady,Wayne Brady,Bradley Manning,Tom Brady,24,9,Light edit,"cultural drift (ruling #16): distractor option3 ""Bradley Manning"" → ""Bradley Cooper"" (Chelsea Manning came out as transgender in 2013; using deadname in 2026 is inappropriate; Bradley Cooper preserves wrong-Bradley wordplay — actor not football)"
969,people,Germanl football player,Philipp Lahm,Marc Janko,Heinrich Hertz,Philipp Lahm,23,12,Light edit,"typo: prompt ""Germanl"" → ""German"""
970,people,Italian football player,Mario Balotelli,Vito Corleone,Enrico Fermi,Mario Balotelli,23,15,Keep,
971,people,Bulgarian football player,Dimitar Berbatov,Hristo Sirakov,Ayan Stoichkov,Dimitar Berbatov,25,16,Keep,
972,people,Japanese football player,Shinji Okazaki,Park Ji-Sun,Ichiro Suzuki,Shinji Okazaki,24,14,Keep,
973,people,American basketball player,Scottie Pippen,Landon Donovan,Steve Nash,Scottie Pippen,26,14,Keep,
974,people,co-founder of Microsoft,Paul Allen,Steve Gates,Steve Ballmer,Paul Allen,23,10,Keep,
975,people,unveiled the iMac in 1998,Steve Jobs,Bill Gates,Justin Bieber,Steve Jobs,25,10,Keep,
976,people,Braille was invented by ___,Louis Braille,Louis CK,Helen Keller,Louis Braille,27,13,Keep,
977,people,Australian Formula 1 driver,Mark Webber,Sebastian Vettel,Lewis Hamilton,Mark Webber,27,11,Keep,
978,people,designer of the Sydney Opera House,Joern Utzon,Malcolm Young,Steve Irwin,Joern Utzon,34,11,Keep,
979,people,French goalkeeper,Fabien Barthez,Frank Ribery,G. Ardien deBut,Fabien Barthez,17,14,Light edit,"concept-replace: prompt ""French goalkeeper"" → ""famous French footballer""; answer ""Fabien Barthez"" → ""K. Mbappé"" (more contemporary anchor); distractors ""Frank Ribery""/""G. Ardien deBut"" → ""C. Ronaldo""/""L. Messi"" (foreign superstars, ""spot the French one"" puzzle)"
980,people,former Manchester United player,Eric Cantona,David Seaman,Alan Shearer,Eric Cantona,31,12,Keep,
981,people,scored in the 1998 FIFA World Cup,Zinedine Zidane,George Weah,Johann Cruyff,Zinedine Zidane,33,15,Keep,
982,people,American standup,Richard Pryor,Eddie Izzard,Ricky Gervais,Richard Pryor,16,13,Keep,
983,people,former Mr. Olympia,A. Schwarzenegger,Flex Wheeler,Kevin Levrone,A. Schwarzenegger,18,17,Keep,
984,people,40th president of the USA,Ronald Reagan,T. Roosevelt,Gerald Ford,Ronald Reagan,25,13,Keep,
985,people,American gangster,Al Capone,Al Pacino,Al Jazeera,Al Capone,17,9,Keep,
986,people,French general and statesman,Charles de Gaulle,Jacques Cousteau,Thierry Henry,Charles de Gaulle,28,17,Keep,
987,people,"""Vini, vidi, vici""",Julius Caesar,Genghis Khan,Tony Montana,Julius Caesar,18,13,Light edit,"Latin spelling: prompt ""Vini, vidi, vici"" → ""Veni, vidi, vici"" (Caesar said Veni, not Vini)"
988,people,a student of Socrates,Pluto,Dionysus,Apollo,Pluto,21,5,Light edit,"source typo: option1 ""Pluto"" → ""Plato"" (student of Socrates is the philosopher Plato, not the god Pluto; broken puzzle without fix; Q989 confirms — ""student of Plato"" → Aristotle)"
989,people,a student of Plato,Aristotle,Socrates,Tzatziki,Aristotle,18,9,Keep,
990,people,famous magician,Houdini,Panentellur,Karl Popper,Houdini,15,7,Keep,
991,people,"""Green Eggs & Ham"" is penned by this man",Dr. Seuss,Dr. Juice,Dr. Snooze,Dr. Seuss,40,9,Keep,
992,literature,fictional detective,Sherlock Holmes,Lawrence Walgrave,Lex Luthor,Sherlock Holmes,19,15,Keep,
993,literature,a character by Agatha Christie,Hercule Poirot,Harry Potter,Perry Mason,Hercule Poirot,30,14,Keep,
994,literature,she wrote Harry Potter,J. K. Rowling,S. Meyer,A. Christie,J. K. Rowling,22,13,Keep,
995,literature,he wrote The BFG,Roald Dahl,Maurice Sendak,Shel Sliverstein,Roald Dahl,16,10,Light edit,"typo: distractor option3 ""Shel Sliverstein"" → ""Shel Silverstein"""
996,literature,The Hobbit was written by a ___,human,dwarf,hobbit,human,31,5,Keep,
997,literature,a hobbit in The Hobbit,Bilbo,Malmo,Elmo,Bilbo,22,5,Keep,
998,literature,he was not a doctor but a writer,Dr. Seuss,Dr. Whose,Dr. Choose,Dr. Seuss,32,9,Keep,
999,literature,he wrote Alice in Wonderland,Lewis Carroll,Roald Dahl,John Ruskin,Lewis Carroll,28,13,Keep,
1000,literature,he wrote War and Peace,Leo Tolstoy,F. Dostoyevsky,Nikolai Gogol,Leo Tolstoy,22,11,Keep,
1001,literature,Irish novelist,James Joyce,James Hetfield,James Cameron,James Joyce,14,11,Keep,
